Name,URL,Host,Email ID,User ID
Local Browse [United Kingdom] [www.groupon.co.uk] [EMEA],/browse/london?context=local,www.groupon.co.uk,"['incident-management@groupon.com', 'imoc-alerts@groupondev.opsgenie.net', 'ion+alerts+emergencies@groupon.pagerduty.com', 'ion+alerts+emergencies@groupondev.opsgenie.net']",1307174
Getaways [United Kingdom] [www.groupon.co.uk] [EMEA],/getaways,www.groupon.co.uk,"['getaways-chassis@groupon.pagerduty.com', 'getaways-chassis@groupondev.opsgenie.net']",1307231
Code Promo [United Kingdom] [www.groupon.co.uk] [EMEA],/discount-codes,www.groupon.co.uk,['coupons-alerts@groupon.com'],1371610
Deal Monitor [United Kingdom] [www.groupon.co.uk] [EMEA],/deals/gg-groupon-goods-global-gmb-h-859-94,www.groupon.co.uk,"['deal-page@groupondev.opsgenie.net', 'deal-page@groupon.pagerduty.com']",1371788
robots.txt [United Kingdom] [www.groupon.co.uk] [EMEA],/robots.txt,www.groupon.co.uk,['computational-seo@groupon.com'],1496922
sitemap.xml [United Kingdom] [www.groupon.co.uk] [EMEA],/sitemap.xml,www.groupon.co.uk,['computational-seo@groupon.com'],1872388
Track Order - [United Kingdom] [www.groupon.co.uk] [EMEA],/track_order/b949ed9e-57b1-11ed-8c5c-ae9e4a0f08c8,www.groupon.co.uk,"['mygroupons-vouchers@groupon.pagerduty.com', 'mygroupons-vouchers@groupondev.opsgenie.net']",2368133
Local Search London [UK],/browse/london?context=local,www.groupon.co.uk,"['ion+alerts+emergencies@groupon.pagerduty.com', 'ion+alerts+emergencies@groupondev.opsgenie.net']",2581691
tests - UK Local Search - London Pizza,/browse/london?lat=51.502&lng=-0.141&address=London&query=pizza&locale=en_GB,www.groupon.co.uk,"['ion+alerts+emergencies@groupon.pagerduty.com', 'ion+alerts+emergencies@groupondev.opsgenie.net']",2581716
Coupons [UK] [www.groupon.co.uk] [EMEA],/discount-codes,www.groupon.co.uk,['coupons-alerts@groupon.com'],3197137
Subscription Page UK,/app/subscriptions,www.groupon.co.uk,['gpn-alerts@groupon.com'],3634717
Merchant Center Auth App - Confirm Password Reset [United Kingdom] [www.groupon.co.uk] [Internal Tool] [EMEA],/merchant/center/confirm-password-reset/123456789,www.groupon.co.uk,['gmc-dev+alerts-production@groupon.com'],3728002
Merchant Center Auth App - Login [United Kingdom] [www.groupon.co.uk] [Internal Tool] [EMEA],/merchant/center/login,www.groupon.co.uk,['gmc-dev+alerts-production@groupon.com'],3728005
Merchant Center Auth App - Password Reset [United Kingdom] [www.groupon.co.uk] [Internal Tool] [EMEA],/merchant/center/password-reset,www.groupon.co.uk,['gmc-dev+alerts-production@groupon.com'],3728008
Merchant Center v3 [United Kingdom] [www.groupon.co.uk] [Internal Tool] [EMEA],/merchant/center,www.groupon.co.uk,['gmc-dev+alerts-production@groupon.com'],3728011
Login - User Sessions ITA [United Kingdom] [www.groupon.co.uk] [EMEA],/login,www.groupon.co.uk,"['workflow-alerts@groupondev.opsgenie.net', 'workflow-alert@groupon.com']",5162407
Sing Up - User Sessions ITA [United Kingdom] [www.groupon.co.uk] [EMEA],/signup,www.groupon.co.uk,"['workflow-alerts@groupondev.opsgenie.net', 'workflow-alert@groupon.com']",5162408
Forgot Password - User Sessions ITA [United Kingdom] [www.groupon.co.uk] [EMEA],/forgot_password,www.groupon.co.uk,"['workflow-alerts@groupondev.opsgenie.net', 'workflow-alert@groupon.com']",5162409
Booking-Tool-Merchant [UK],/merchant/center/reservations,www.groupon.co.uk,['booking-tool-engineers@groupon.com'],11518527
Booking-Tool-Customer [UK],/merchant/center/reservations/client_login,www.groupon.co.uk,['booking-tool-engineers@groupon.com'],11518743
Coupons UberEats [UK] [www.groupon.co.uk] [EMEA],/discount-codes/ubereats,www.groupon.co.uk,['coupons-alerts@groupon.com'],12165513
GrouponWorks [France] [www.groupon.fr] [EMEA],/merchant/,www.groupon.fr,['sfint-dev-alerts@groupon.com'],942076
Mobile App Download [France] [www.groupon.fr] [EMEA],/mobile,www.groupon.fr,"['i-tier-mobile-redirect-page@groupon.pagerduty.com', 'i-tier-mobile-redirect-page@groupondev.opsgenie.net']",1125577
Homepage [France] [www.groupon.fr] [EMEA],/?nlp,www.groupon.fr,"['incident-management@groupon.com', 'imoc-alerts@groupondev.opsgenie.net', 'ion+alerts+emergencies@groupon.pagerduty.com', 'ion+alerts+emergencies@groupondev.opsgenie.net']",1253752
Goods [France] [www.groupon.fr] [EMEA],/goods,www.groupon.fr,['monitoring_alert@groupon.fr'],1307101
Local Browse [France] [www.groupon.fr] [EMEA],/browse/brest?context=local,www.groupon.fr,"['incident-management@groupon.com', 'imoc-alerts@groupondev.opsgenie.net', 'ion+alerts+emergencies@groupon.pagerduty.com', 'ion+alerts+emergencies@groupondev.opsgenie.net']",1307145
Getaways [France] [www.groupon.fr] [EMEA],/getaways?nlp,www.groupon.fr,"['getaways-chassis@groupon.pagerduty.com', 'getaways-chassis@groupondev.opsgenie.net']",1307214
Deal Monitor [France] [www.groupon.fr] [EMEA],/deals/gg-clevin-1-104-267,www.groupon.fr,"['deal-page@groupondev.opsgenie.net', 'deal-page@groupon.pagerduty.com']",1371792
Code Promo [France] [www.groupon.fr] [EMEA],/code-promo,www.groupon.fr,['coupons-alerts@groupon.com'],1491750
robots.txt [France] [www.groupon.fr] [EMEA],/robots.txt,www.groupon.fr,['computational-seo@groupon.com'],1496895
sitemap.xml [France] [www.groupon.fr] [EMEA],/sitemap.xml,www.groupon.fr,['computational-seo@groupon.com'],1872396
Track Order - [France] [www.groupon.fr] [EMEA],/track_order/d9909eec-5bc4-11ed-b26e-06cdad9e2aff,www.groupon.fr,"['mygroupons-vouchers@groupon.pagerduty.com', 'mygroupons-vouchers@groupondev.opsgenie.net']",2368135
test - EMEA - FR local Puzza,/browse/brest?lat=48.24&lng=-4.31&address=Brest+-+Quimper&query=pizza&locale=fr_FR,www.groupon.fr,"['ion+alerts+emergencies@groupon.pagerduty.com', 'ion+alerts+emergencies@groupondev.opsgenie.net']",2581729
Coupons [FR] [www.groupon.fr] [EMEA],/code-promo,www.groupon.fr,['coupons-alerts@groupon.com'],3197173
Merchant Center Auth App - Confirm Password Reset [France] [www.groupon.fr] [Internal Tool] [EMEA],/merchant/center/confirm-password-reset/123456789,www.groupon.fr,['gmc-dev+alerts-production@groupon.com'],3706405
Merchant Center Auth App - Login [France] [www.groupon.fr] [Internal Tool] [EMEA],/merchant/center/login,www.groupon.fr,['gmc-dev+alerts-production@groupon.com'],3706420
Merchant Center Auth App - Password Reset [France] [www.groupon.fr] [Internal Tool] [EMEA],/merchant/center/password-reset,www.groupon.fr,['gmc-dev+alerts-production@groupon.com'],3706426
Merchant Center v3 [France] [www.groupon.fr] [Internal Tool] [EMEA],/merchant/center,www.groupon.fr,['gmc-dev+alerts-production@groupon.com'],3706435
Login - User Sessions ITA [France] [www.groupon.fr] [EMEA],/login,www.groupon.fr,"['workflow-alerts@groupondev.opsgenie.net', 'workflow-alert@groupon.com']",5162377
Sing Up - User Sessions ITA [France] [www.groupon.fr] [EMEA],/signup,www.groupon.fr,"['workflow-alerts@groupondev.opsgenie.net', 'workflow-alert@groupon.com']",5162378
Forgot Password - User Sessions ITA [France] [www.groupon.fr] [EMEA],/forgot_password,www.groupon.fr,"['workflow-alerts@groupondev.opsgenie.net', 'workflow-alert@groupon.com']",5162379
Booking-Tool-Merchant [FR],/merchant/center/reservations,www.groupon.fr,['booking-tool-engineers@groupon.com'],11518515
Booking-Tool-Customer [FR],/merchant/center/reservations/client_login,www.groupon.fr,['booking-tool-engineers@groupon.com'],11518675
Browse [FR] - beauty-and-wellness,/bon-plan/beaute-et-bien-etre,www.groupon.fr,"['incident-management@groupon.com', 'imoc-alerts@groupondev.opsgenie.net']",12391496
GrouponWorks [Germany] [www.groupon.de] [EMEA],/merchant,www.groupon.de,['sfint-dev-alerts@groupon.com'],942077
Mobile App Download [Germany] [www.groupon.de] [EMEA],/mobile,www.groupon.de,"['i-tier-mobile-redirect-page@groupon.pagerduty.com', 'i-tier-mobile-redirect-page@groupondev.opsgenie.net']",1125578
Homepage [Germany] [www.groupon.de] [EMEA],/?nlp,www.groupon.de,"['incident-management@groupon.com', 'imoc-alerts@groupondev.opsgenie.net', 'ion+alerts+emergencies@groupon.pagerduty.com', 'ion+alerts+emergencies@groupondev.opsgenie.net']",1253753
Goods [Germany] [www.groupon.de] [EMEA],/goods/?nlp,www.groupon.de,"['goods-cx-eng@groupon.com', 'goods-eng-alert@groupon.com', 'goods-gst@groupondev.opsgenie.net']",1307102
Local Browse [Germany] [www.groupon.de] [EMEA],/gutscheine/kiel?context=local,www.groupon.de,"['incident-management@groupon.com', 'imoc-alerts@groupondev.opsgenie.net', 'ion+alerts+emergencies@groupon.pagerduty.com', 'ion+alerts+emergencies@groupondev.opsgenie.net']",1307207
Getaways [Germany] [www.groupon.de] [EMEA],/getaways,www.groupon.de,"['getaways-chassis@groupon.pagerduty.com', 'getaways-chassis@groupondev.opsgenie.net']",1307215
Deal Monitor [Germany] [www.groupon.de] [EMEA],/deals/elbe-freizeitland-3,www.groupon.de,"['deal-page@groupondev.opsgenie.net', 'deal-page@groupon.pagerduty.com']",1371790
Merchant Place Pages [www.groupon.de] [Internal Tool] [EMEA],/biz/berlin/vau,www.groupon.de,"['mpp-alerts@groupon.com', 'mpp-service@groupondev.opsgenie.net', 'mpp-dev@groupon.com']",1414980
robots.txt [Germany] [www.groupon.de] [EMEA],/robots.txt,www.groupon.de,['computational-seo@groupon.com'],1496896
sitemap.xml [Germany] [www.groupon.de] [EMEA],/sitemap.xml,www.groupon.de,['computational-seo@groupon.com'],1872392
Track Order - [Germany] [www.groupon.de] [EMEA],/track_order/20f958a0-52f6-11ed-b604-223871397384,www.groupon.de,"['mygroupons-vouchers@groupon.pagerduty.com', 'mygroupons-vouchers@groupondev.opsgenie.net']",2368134
Coupons [DE] [www.groupon.de] [EMEA],/gutscheincode,www.groupon.de,['coupons-alerts@groupon.com'],3197422
Subscription Page DE,/app/subscriptions,www.groupon.de,['gpn-alerts@groupon.com'],3634723
Merchant Center Auth App - Confirm Password Reset [Germany] [www.groupon.de] [Internal Tool] [EMEA],/merchant/center/confirm-password-reset/123456789,www.groupon.de,['gmc-dev+alerts-production@groupon.com'],3727573
Merchant Center Auth App - Login [Germany] [www.groupon.de] [Internal Tool] [EMEA],/merchant/center/login,www.groupon.de,['gmc-dev+alerts-production@groupon.com'],3727579
Merchant Center Auth App - Password Reset [Germany] [www.groupon.de] [Internal Tool] [EMEA],/merchant/center/password-reset,www.groupon.de,['gmc-dev+alerts-production@groupon.com'],3727756
Merchant Center v3 [Germany] [www.groupon.de] [Internal Tool] [EMEA],/merchant/center,www.groupon.de,['gmc-dev+alerts-production@groupon.com'],3727759
Login - User Sessions ITA [Germany] [www.groupon.de] [EMEA],/login,www.groupon.de,"['workflow-alerts@groupondev.opsgenie.net', 'workflow-alert@groupon.com']",5162381
Sing Up - User Sessions ITA [Germany] [www.groupon.de] [EMEA],/signup,www.groupon.de,"['workflow-alerts@groupondev.opsgenie.net', 'workflow-alert@groupon.com']",5162383
Forgot Password - User Sessions ITA [Germany] [www.groupon.de] [EMEA],/forgot_password,www.groupon.de,"['workflow-alerts@groupondev.opsgenie.net', 'workflow-alert@groupon.com']",5162384
Coupons Amazon [DE] [www.groupon.de] [EMEA],/gutscheincode/amazon-de,www.groupon.de,['coupons-alerts@groupon.com'],5936028
Booking-Tool-Merchant [DE],/merchant/center/reservations,www.groupon.de,['booking-tool-engineers@groupon.com'],11518518
Booking-Tool-Customer [DE],/merchant/center/reservations/client_login,www.groupon.de,['booking-tool-engineers@groupon.com'],11518677
Browse [DE] - beauty-and-wellness,/gutscheine/beauty-und-wellness,www.groupon.de,"['incident-management@groupon.com', 'imoc-alerts@groupondev.opsgenie.net']",12391469
Claver TEST - Purple Price [Germany],/deals/werderaner-tannenhof-3,www.groupon.de,['clmedina@groupon.com'],12424210
GrouponWorks [Spain] [www.groupon.es] [EMEA],/merchant,www.groupon.es,['sfint-dev-alerts@groupon.com'],942158
Mobile App Download [Spain] [www.groupon.es] [EMEA],/mobile,www.groupon.es,"['i-tier-mobile-redirect-page@groupon.pagerduty.com', 'i-tier-mobile-redirect-page@groupondev.opsgenie.net']",1125580
Goods [Spain] [www.groupon.es] [EMEA],/goods,www.groupon.es,"['ion+alerts+emergencies@groupon.pagerduty.com', 'ion+alerts+emergencies@groupondev.opsgenie.net']",1307120
Local Browse [Spain] [www.groupon.es] [EMEA],/browse/la-coruna?context=local,www.groupon.es,"['ion+alerts+emergencies@groupon.pagerduty.com', 'ion+alerts+emergencies@groupondev.opsgenie.net']",1307177
Getaways [Spain] [www.groupon.es] [EMEA],/getaways,www.groupon.es,"['getaways-chassis@groupon.pagerduty.com', 'getaways-chassis@groupondev.opsgenie.net']",1307227
Deal Monitor [Spain] [www.groupon.es] [EMEA],/deals/colchon-quality-grafeno-muelles-ensacados,www.groupon.es,"['deal-page@groupondev.opsgenie.net', 'deal-page@groupon.pagerduty.com']",1371789
robots.txt [Spain] [www.groupon.es] [EMEA],/robots.txt,www.groupon.es,['computational-seo@groupon.com'],1496918
sitemap.xml [Spain] [www.groupon.es] [EMEA],/sitemap.xml,www.groupon.es,['computational-seo@groupon.com'],1872394
Track Order - [Spain] [www.groupon.es] [EMEA],/track_order/c45b4c48-51e7-11ed-81d0-52c03797f99a,www.groupon.es,"['mygroupons-vouchers@groupon.pagerduty.com', 'mygroupons-vouchers@groupondev.opsgenie.net']",2444656
Coupons [ES] [www.groupon.es] [EMEA],/cupones-descuento,www.groupon.es,['coupons-alerts@groupon.com'],3197482
Subscription Page ES,/app/subscriptions,www.groupon.es,['gpn-alerts@groupon.com'],3634756
Merchant Center Auth App - Confirm Password Reset [Spain] [www.groupon.es] [Internal Tool] [EMEA],/merchant/center/confirm-password-reset/123456789,www.groupon.es,['gmc-dev+alerts-production@groupon.com'],3727909
Merchant Center Auth App - Login [Spain] [www.groupon.es] [Internal Tool] [EMEA],/merchant/center/login,www.groupon.es,['gmc-dev+alerts-production@groupon.com'],3727912
Merchant Center Auth App - Password Reset [Spain] [www.groupon.es] [Internal Tool] [EMEA],/merchant/center/password-reset,www.groupon.es,['gmc-dev+alerts-production@groupon.com'],3727915
Merchant Center v3 [Spain] [www.groupon.es] [Internal Tool] [EMEA],/merchant/center,www.groupon.es,['gmc-dev+alerts-production@groupon.com'],3727933
Login - User Sessions ITA [Spain] [www.groupon.es] [EMEA],/login,www.groupon.es,"['workflow-alerts@groupondev.opsgenie.net', 'workflow-alert@groupon.com']",5162403
Sing Up - User Sessions ITA [Spain] [www.groupon.es] [EMEA],/signup,www.groupon.es,"['workflow-alerts@groupondev.opsgenie.net', 'workflow-alert@groupon.com']",5162404
Forgot Password - User Sessions ITA [Spain] [www.groupon.es] [EMEA],/forgot_password,www.groupon.es,"['workflow-alerts@groupondev.opsgenie.net', 'workflow-alert@groupon.com']",5162405
Coupons Asos [ES] [www.groupon.es] [EMEA],/cupones-descuento/asos,www.groupon.es,['coupons-alerts@groupon.com'],5936148
Booking-Tool-Merchant [ES],/merchant/center/reservations,www.groupon.es,['booking-tool-engineers@groupon.com'],11518522
Booking-Tool-Customer [ES],/merchant/center/reservations/client_login,www.groupon.es,['booking-tool-engineers@groupon.com'],11518741
